E9PV87	G3V9B1
F8VQ70	D4A9G6
Q6PD26	O70142
P09535	B5DEL3
Q9D7N6	P0C2C1
P48615	G3V819
A0A1L1SU27	Q9QYH7
O55003	Q6IRH7
E9PZ26	P07150
Q80XF5	Q7TNI4
Q9Z0M9	F7F5P4
P70660	H7C5Y4
Q9ES81	D3ZXD2
Q8VD62	Q8BFS3
B2RX88	Q5XI33
E9Q816	A0A0G2K4B4
Q8R0A0	A2RRU1
Q9WUZ5	P58195
Q9EPS2	F1LSR6
Q91XF4	B0BMZ0
A0A0N4SV26	D4ACZ2
Q8K1G2	D3ZWN3
Q9R216	D3ZS92
Q99MH5	E9PTJ3
Q9D483	Q5XIL3
Q8R370	G3V6N9
Q68FM7	A0A0G2JZC6
P12658	F1M124
Q6P6J9	O70249
Q3U145	D3ZV19
A0A0R4J187	Q6AZ64
Q6PDJ6	P70562
Q3UMB9	Q9ES71
Q78S06	A0A0A0MXX5
Q3USB6	G3V693
Q61048	G3V726
P57748	D3ZXD9
Q5F293	D4A8X0
P50608	Q3B8R7
Q9QY48	D3ZTG6
Q642K5	D4A029
Q8BJK1	Q5BJV7
Q9CR60	B0BNB0
A2ANU3	Q58DZ9
P29788	Q3KR94
Q9D483	T2CB11
Q9D513	Q91Z80
Q8BGW8	D4A5F6
Q69Z38	F1LQU1
Q5QNQ9	Q80ZF0
O35732	C0H5Y5
Q03311	D4A8E7
Q80TN7	A0A096MK02
P27889	D4A3T2
A2AJ88	D3Z9Q6
P57680	M0RBT5
E9Q4E4	D3ZX30
Q9ESK4	B5DEF8
A0A087WRI3	D3ZL52
D6RH77	A0A0G2JY19
Q8QZS3	Q76JQ2
Q9CQF3	Q4KM65
Q99KH8	D3ZHR2
Q9WV07	P57097
Q6P549	V9GZ88
G3UZH0	B2RZ97
Q8BI55	A0A0A0MY03
Q9WUU6	M0R5Q9
Q9ESZ8	Q5U2Y1
Q6I6G8	A0A0G2JVM7
Q6P8I6	P70579
O55106	G3V6L8
Q6DIB5	F1LRH4
A0A0A0MQK4	A0A0G2JY53
Q3U487	F1LVZ9
P27773	A0A0H2UHM5
Q6PD19	Q5QJV7
A0A0R4J0F6	Q99N27
Q8CHW5	F1LRA5
Q3TZR9	D3ZTL1
E0CZ16	Q6AYL3
O88273	D3ZXD0
P0C0S6	P70490
A0A0R4J2B2	D4AD33
Q9D6I7	B0BND0
Q4KL25	P60572
P13412	P27768
Q1RNF8	D3ZMX5
A2AKB9	D4A8G6
Q9WVM6	D3ZQN6
P83510	A0A0G2K490
Q8VC52	P14141
Q91VD8	A0A0G2K422
Q8C0S4	D3ZYB8
Q3V0J4	F1M9S7
A0A0J9YTW4	A0A0H2UHC8
P97435	D4A911
E9Q9K8	A0A0G2K210
Q80TT8	D3ZKV8
Q8K039	Q5XIB1
P19788	G3V8X8
Q91V17	Q66HG0
E9QM38	D3ZD11
Q80Y84	D4ADD3
O54788	A0A0H2UHU4
Q497J1	P55314
P25085	P63014
Q8CFI5	Q9ET09
P63158	D4A3D2
Q8VE73	Q8CHJ4
Q921J2	G3V812
Q5FWI2	A0A0G2K0J9
E9QAW0	D4A1V0
Q9JL15	Q6IN24
O35704	D4A2H2
Q61585	A0A0G2K000
Q9JK88	D3ZCS2
Q3U3I9	M0R740
Q8CI52	D3ZSJ1
Q8CGK7	D4A275
Q9DCN2	Q5XI03
Q8K2J0	D3ZG58
Q9Z140	B0K034
Q64267	A0A0G2K7K0
P28574	D4A3L4
O08849	D4A3L5
Q9CQG3	Q7TSV3
P24699	P62963
Q56A10	F1LRT0
Q08297	B5DF04
Q9WTK7	A0A0H2UI02
A0A0R4J065	A0A0G2K4P1
P97364	M0R3V4
Q923F4	D4A5E7
Q99LE1	Q6V9Y3
O35185	Q5M7W1
Q9WTJ4	G3V811
Q8R4P9	Q5XIJ4
P58750	D4AAT5
Q14DH7	A0A0G2K047
Q9ES81	A0A096MJH9
E9PUC4	P62271
Q61166	Q66HR2
Q8R4X3	M0RCD2
Q9QXJ4	P97532
Q62160	F1M5Q4
Q9EPK7	Q5FVM2
F6RPJ9	P35559
Q3TBN1	Q6AY76
P48754	G3V8S5
P07724	A0A0G2JSH5
Q8BG48	Q91XS8
Q8K182	A0A0G2JSN8
A0A0R4J0H1	B2GV31
O70342	Q9WTQ9
Q8R570	A0A0G2JU49
Q6IQY5	Q5PQQ9
Q62181	F7FHT4
Q9WV74	Q4KLY9
H3BJD6	O35867
Q9Z150	B5DFJ8
Q66PY1	F1LV96
Q99K41	Q7TQ16
Q7TPD6	Q6QLM7
Q9D9J7	Q6AY06
Q60680	P38444
V9GWZ4	Q6IFX0
Q56A06	B1WC03
Q3TTJ4	D4A9E7
E9QLU9	Q62857
A0A0R4J0K5	F1M0B5
Q8K3K7	D4AC45
Q8VBT1	A0A0G2K2T1
Q8BHG3	D3Z9E9
Q8BL03	F1M5G8
Q9JKF6	P17490
Q3V3A1	M0R7D0
Q64314	B1PLB1
Q8VH31	D4ABM4
A2A7P7	A0A0G2JUG3
J3QMJ4	Q9EPI9
P70160	P01257
Q91ZD1	Q6AY34
P35564	P35565
Q3TAE8	F1M0R2
Q9CTU8	P14669
Q3UQS8	A0A0G2K988
Q8CFE2	D3ZMN2
Q9R257	Q9ESN0
Q9JMF3	P97837
Q8C341	Q5PQT0
P12023	P08592
A2A7F4	P13053
P82347	D3ZR99
F8VPQ2	A0A096MJS9
Q3UPE3	D4ACT0
P43117	Q9QZR8
Q62083	F1M4Q8
O70585	D3ZS85
Q3V0Q6	A0A0G2K635
Q9JL10	Q6P771
Q4VC17	M0R501
Q8K2Z4	A0A096MJT6
P34022	D3ZTN0
P62274	F1M391
P67871	P67874
P29391	B5DEF5
P42867	F1M378
P17047	P17046
Q8R3Q6	D4AE48
Q9D478	D3ZIK8
Q9CQV4	B2GV94
Q99MD8	Q6AY26
Q99PE5	Q99PE6
P39688	Q62844
Q69ZU6	D3ZVB9
Q61826	D3ZVA5
Q99JT1	Q5PQR1
P43431	Q9QXU8
Q8CHX7	Q704S8
Q9DA19	Q5U2T8
Q8R1C3	B5DEK8
Q9JLI8	D3ZAS8
Q9ERC8	O08962
Q9JHI8	Q924V1
P52955	Q1XID0
Q8JZU0	D3ZSE3
Q8JZM6	D4ADC7
Q9R0N8	Q62746
P70266	A0A0G2K9Q0
Q6GQX2	G3V6X5
Q8R3P2	Q4V8J2
Q8C138	F7F3I7
Q6PAL1	D3ZDG4
B1AY10	Q5XIJ8
Q6VH22	A0A096MK45
Q8C0N1	Q5XI51
Q9WU65	F1LVY9
Q8R346	D4A9P7
Q3UHD6	M0RBS9
Q8C4A5	F1M090
P06800	D4A3D9
Q0PD20	Q3KR99
F8VPN7	F1LMI3
D3Z0Q8	O35552
Q9JIG8	Q6IMA8
A0A0R4J1K6	F1LNR9
Q91X49	Q63716
Q8R1C0	D3ZQM6
Q8CI70	P02634
G5E8J0	G3V8G9
Q9QXX3	G3V6E2
Q8C7H1	P54283
B2RRL2	M0R5M5
Q8BWJ3	Q66HF7
Q6DID7	F1LM38
Q91WU5	D3ZFY2
Q62226	P83941
Q9D6N5	A0JPP1
Q6P5E8	D3ZEY4
Q9Z255	Q6AXR9
Q9D666	A0A0G2K016
Q8CFD4	A1XIQ3
Q64287	D3ZEX6
F2YMG0	B2GV91
Q8BWU1	P50572
Q80XC3	D4A7G2
Q9D1G3	D4A9P9
P61213	P61214
O70361	A0A0G2K8N3
Q3TMX7	Q5M9F3
Q9R1C7	D3ZJ92
G3XA48	D4A1A1
P59240	G3V9Y6
P70280	Q5PQN4
Q9JK23	D3ZZ38
Q8CBF3	F1M5M9
Q8C190	F7F6T0
J3QP61	M0RDK9
B2RQE8	F1M2Q1
O55123	G3V788
Q80VE9	Q68FP8
B9EJR8	G3V943
Q8C166	Q5M9H2
Q920H1	Q71MM7
P27641	G3V817
A0A0R4J1J2	A0A0G2JX30
Q6NVF0	D3ZGS3
G3X9K3	F1LSC5
A0A0A0MQ69	B2RZ44
P35377	P35370
G3UYL9	G3V7D9
Q925B0	B1WBV0
Q99N87	D3ZYT2
Q6RUT8	F1M154
O08797	D3ZYD8
Q91XE8	Q6IE12
Q02591	D4A445
Q8BHB7	Q9JJV7
A8E0Y8	F1M3S1
Q3U3E2	F1M8D5
A2CG49	P97924
P70375	Q8K3U6
Q6JVL5	D3ZV21
Q3URU2	Q66HG4
Q3V3Z3	B0BND2
F7AA26	F1LPQ9
P27870	A0A0G2K0P1
B7ZNY0	O88382
Q8WUR0	F1M6S6
Q99MQ1	P23899
Q61048	Q5HZF2
Q76LL6	D3ZZ44
P70343	E9PSM0
Q99L96	B0BN20
Q9Z2R6	Q62885
P62073	P62074
Q9ET35	Q6P773
Q9D2Y6	D3Z9F9
Q8C208	D4A636
P60521	P60522
A2RTH5	Q6IN01
Q8BGT8	A0A0G2K0N5
Q8CJC5	D4A3A9
D3Z3K2	Q62848
P20764	F1MAM7
O35205	D3Z924
Q9D4H7	A0A0G2K303
Q80TF3	A0A0G2K8I5
A0A140T8J1	G3V7V4
Q6IR41	P59649
Q3UEG7	D3ZVF2
E9Q2C0	D3Z8S9
Q8BH35	Q9JJK1
Q9Z1A1	Q6AYR1
Q91VX9	D3ZXB8
D3YZV8	A0A0G2JTP3
P70181	Q5CZZ9
A2ARD6	P70712
P56203	A0A0G2K4B4
Q60664	A0A0G2JY18
P37237	Q5U2X9
P43241	Q9ESV7
Q3SXD3	A0A0G2JZN2
Q9CZ52	F1M4A7
Q9ER47	G3V6M0
Q9CY62	D3ZVK0
Q9ET30	Q6AXW2
Q80TF3	D3ZJB7
Q9JL99	Q99MC6
Q99JJ1	Q64565
Q8R1Q9	D4ACA7
P41539	P06767
Q99LV7	M0RBN6
Q14BV6	G3V683
Q64343	G3V642
Q9WTX7	A0A096P6M0
P07321	P29676
Q544X6	P70583
P48193	D3ZIP3
Q61845	D4A0V5
Q8K2M0	Q5PQN9
E9PVC2	D4A4V7
Q8C9M2	D3ZRD2
A2AF53	G3V8W8
O35658	Q642A0
A0A075B6A0	D4AAH6
P02535	P09118
Q8VH37	D4A1T1
P70186	A0A0G2K6N0
P19182	Q07523
E0CYN9	D4A5Y0
Q9ER74	D4A900
E9Q9B7	D3ZWB2
P00860	P09057
Q99ML0	D3ZI84
Q91Z22	A0A0G2K349
Q62447	O88846
Q8R0K4	Q5U2U4
Q9ES74	D3ZBE5
Q0VBN2	Q4V8E4
Q3TE40	Q63528
Q9CQQ8	D4A2D8
E9QL24	Q62826
P49282	G3V837
Q3ULF4	Q7TT47
Q91YD5	P19357
G5E8K1	A1A5P8
Q9R1K9	G3V9W0
A0A0R4J1K7	A0A0G2JX71
Q03385	A0A0G2K6R8
A2BGN7	Q5BJY4
P29452	F1LQZ4
E9Q0Y4	A0A0G2JV19
Q5DW34	E9PTR3
Q76LW6	D4A4Y5
Q6NT99	D3ZDV9
Q9CQN4	A0A0G2JYE6
Q9DCV4	D3ZRX1
A2AF28	B5DFC8
Q9QZL9	D4A444
Q8QZY4	D3ZWD2
Q99K23	Q5XIB4
Q04573	G3V7T1
O35593	Q6P6U2
Q155P7	D3ZX09
Q8BZQ7	Q5U2X1
O54942	Q9JKD6
Q8C966	G3V7X4
Q32M26	Q569A3
Q14AM7	D4ADQ2
P60229	D4A1B9
Q61733	D4A589
E9Q9A6	B2GUZ7
P00848	D4AEE6
Q5MJS3	P14270
Q9CZJ0	Q3HS82
P25118	A0A0G2JSU9
Q9WVF9	Q9WTV5
Q99K99	D4A753
Q8C0S4	A0A0G2QC55
Q8BWJ4	D4A6E4
Q8C351	D3ZKF8
Q8R4R6	A0JN30
Q9DCA7	D4A6T8
H3BKQ3	M0R4T9
Q8BWD8	D3ZDM6
Q6ZPI3	D3ZPX4
Q8BTU1	A0A0H2UI05
Q8BXK4	Q499U6
Q9D8Z2	Q5BK56
Q9WV98	Q9WV97
Q8BGT9	Q6AYF2
Q91XD4	M0RBQ5
Q9QY66	B5DEI7
A0A0N4SUW5	D3ZBH0
P56371	P05714
Q922Q4	G3V6C2
P43252	P43253
B1AQ75	D4AD40
P41251	G3V9E5
A0A0R4IZW7	A0A0G2K8H7
Q99MD8	D4ABH7
A0A140LIW3	Q9WUL3
Q9WTX5	Q6PEC4
P26339	F1LSA8
Q3ZT31	F1M998
Q3UUI3	P29994
P48614	A0A0G2K6Q8
Q9EQM6	D4A2G4
Q61048	Q6MG73
A0A0R4J0M1	F1LMB5
Q9CY99	D4A1U1
Q3TB82	Q68FU1
P54846	M0R5W1
Q9JLN9	P42346
Q7M6Z4	Q7M6Z5
Q8BLR9	Q8R2H7
Q8BI22	Q6P9U1
P58059	O88377
Q61658	D4AEG9
Q9CQG6	Q566R2
P54841	P54842
Q768S4	O54880
E9Q912	F1M7Y3
Q99LU8	Q7TP28
Q8BIZ1	O08722
P49442	F1MAP1
Q99PM0	D3Z952
Q9CPW4	Q4KLF8
P59108	P13832
Q8VED2	G3V6R9
P97952	Q00954
Q8BRU6	F1LPL9
Q8CG64	Q4KLJ4
Q8R5G7	A0A0G2K953
Q9CZ82	B0BN64
Q9CQT6	D4A2P4
P16092	P36940
Q3UHX9	D3ZT56
Q91YM4	Q5M9G9
Q6VYH9	A0A0H2UHW5
O35054	D3ZCU8
Q80TY5	F1MA46
Q62148	Q642B0
P56380	A0A096UWG8
O35423	B5DFF2
Q5PRF0	F1LSK5
Q8BZ94	D4A827
O70131	P70617
P61027	Q5RKJ9
Q3USJ1	G3V725
P70318	Q9QYW0
P43275	D4A3K5
I7GPR1	G3V6C6
Q9JJ06	Q9JJ05
P10833	D3Z8L7
Q9QXP0	F1LUD9
A0A0A6YW72	A0A0G2JWD0
P14234	Q5FWY5
Q9CQK1	D4AA75
G5E8L6	D4A3B8
A2AHD1	A0A0G2K897
Q3TYD4	Q5XIM4
Q6P5G0	D3ZVC4
E0CYD2	D3ZYQ0
Q8K1Z0	Q68FT1
H3BJ82	M0RC41
P07146	Q6IML7
Q9D0T1	P55770
Q80V79	D4A1G1
P59648	F1LN48
O08859	M0R4G8
Q3UQ84	D3ZXA6
Q8K0B2	Q9Z2X3
Q8VEE4	Q7TP21
G3X981	B2RYJ4
O08530	P48303
Q80Y34	D3ZA38
Q6PHB0	F1LNU2
Q8K411	B2RYG7
O08643	M0RCJ5
Q9WVG9	D3ZRE6
Q3U319	Q8CJB9
A0A0R4J060	A0A140TA97
Q99J21	D3ZRF9
Q8BGJ9	P13444
Q7TT82	Q6R5J6
P26952	Q5BJT1
Q9D075	Q5RJK3
O70283	G3V7U3
E9PUS2	F1LQ07
Q80VN0	A0A0G2JUL8
O35626	Q9R1S9
Q6P9R4	A0A0G2K220
Q9CSM4	Q8CGU9
P61080	D3ZDK2
Q91V41	A0A0G2JSH5
G3UY57	D3ZRI0
P30993	B2GUV0
A0A0R4IZW4	G3V882
P70351	D4A8L3
Q9CZN7	Q5U3Z7
Q00780	D4AC70
Q63844	P21708
P14685	Q5U2S7
Q9DC29	Q5U1W6
P51637	P80201
F7BWT7	F1LMD6
Q3UNH6	A0A0G2K331
O70514	G3V6D7
P16563	O88205
Q6PCX7	D3ZFS3
P70458	F7EMJ6
P53612	Q5BK60
Q91VC9	D3ZEB1
Q9QYI3	M0R711
P13504	Q6J2U6
E9QLC0	P35563
Q3TEA0	A0A0G2K1M5
Q99N15	B0BMW2
G5E8J6	G3V8S6
Q9CQ18	D4A434
Q6AW69	D3ZWQ6
A0A0A0MQ85	M0RD53
Q6PHZ2	P15791
P13705	G3V8P2
P54254	P19643
Q9CQ39	D4AA11
Q99L60	A0A0G2JYV7
Q8K3Z0	D4A5W3
P63001	Q6RUV5
O70435	P18422
Q9DCD6	P60517
Q9Z1E3	Q63746
P54310	F1MA97
P14602	G3V913
Q3TQ03	F6QFT3
Q9ESH4	Q01579
Q99LG4	M0R4V4
O70477	Q5BJP1
Q8BZY3	A0A0G2JZQ1
A0A0R4J0M9	G3V8E2
Q6PGG2	D4A646
Q91YH5	B2RZ74
Q3UQU0	B5DFB0
O88566	D3Z9G0
Q8R422	Q3B8R6
Q2TUM3	D3ZIP1
Q8C5W3	F1LRT1
Q059Y8	E9PTQ3
A2ANX3	D4AA47
Q9DCZ4	D4A6U4
Q3TQN1	Q5RJS8
A0A0R4J071	Q99P84
A6PWY4	B7X945
Q9CQW0	A0A0G2K9V4
Q5H8A1	D4AEN1
F8WGX2	D4A680
Q8CFS6	D3ZQU1
P39061	G3V7V6
Q8K215	Q4V8A9
P60897	D3ZHW9
Q9JM05	M0R6Q4
P61087	F1LP21
P35461	Q09325
P56480	G3V6D3
P81068	D3ZHG0
D3YXF5	A0A0G2K7X7
F8VPR5	F1M9G7
Q9R0A5	D3ZEI3
G5E8E4	D3ZGI1
Q8BMC0	D3ZUN1
P70321	D4A333
Q3U0B3	F6R0A3
Q61835	Q62905
P35375	P70597
Q8BGI7	D3ZXS4
P29121	D3ZKU8
H3BLC8	D3ZXA5
Q3V2J9	D3ZBW4
Q99M01	B2RYD9
P48299	F1LQB0
E9QJV4	D4A2K4
Q9D385	A0A0G2K2H9
O70172	F1LX22
A0A0R4J051	P52296
P18581	Q5FVJ3
Q6NXY1	D3ZTA2
B2RY21	Q5RK05
Q9ESF4	G3V8G3
P82348	Q5XID6
Q8K0W9	A0A0G2K7K0
Q91W97	M0R3X7
Q6NS65	G3V6Z4
A0A0R4J0T0	D3ZME7
Q00690	Q9QYH1
G5E872	M0RA44
Q9D3J3	Q923I8
Q3TUA9	F1LXA0
P53994	F1LP82
Q8BUJ9	Q9JHU5
P04202	P17246
Q3TMP8	D3ZPY2
O35678	B4F789
Q8CFH6	D3ZQG6
Q9D4W2	Q6AY25
Q7TT35	D3ZVD1
Q8R0F9	A0JN29
P12672	A7M777
Q9DBI0	P16636
P32883	P08644
Q91YD3	D4ABP4
Q4LDD4	Q5RJY4
E9QLB2	D3ZFS7
P21274	G3V8W4
B2RWS6	A0A0G2QC09
A0A0A6YW14	E9PTB3
Q9ER00	A0A0H2UHQ0
O08641	B0BNA1
P09535	P01346
Q3URU2	Q07205
A0A0R4J0J4	A0A0G2K2C8
Q8BFR2	A0A096MK67
Q6PFX7	A0A0G2K4T8
A0A0R4J0C3	A0A0G2K240
Q4KUS2	Q76FN2
Q07563	F1LUF8
P10107	P70580
Q9JKY5	F1LML7
Q8BGV3	A0A0G2JSJ1
P68369	P68370
P01101	P12841
G3X8Q1	Q925S8
Q9JLI2	Q9JI04
Q99MS8	G3V6Y1
Q80WR1	D3ZVM9
A8Y5H7	D3ZKG3
Q8C031	Q5BJZ5
Q8R0J1	D4ABR1
Q8C2S7	A0A0G2JSS7
Q3UZ64	D3ZA25
Q61214	Q63470
Q9D1C2	Q8K4I6
Q8C1A9	A0A0G2JV26
Q6A152	B0BMT2
O88413	F1M656
Q0ZCJ7	B2RZ92
Q3U5F6	A0A0H2UHE2
Q810M5	D4A058
Q62192	A0A0G2QC60
Q80ZE3	A0A0G2JVW0
Q99PI8	Q99M75
Q5U430	Q66H54
Q99PF4	F1LPE5
P16277	H9KVE7
B1AUC7	D3ZVT7
Q8BIV3	D4A634
Q68FE8	F1LRV1
O35864	F7EUU4
Q91ZT7	G3V783
Q6PCM2	A0A0G2K7S2
Q6PFD6	P85107
Q9D3E6	A0A0G2K8G2
A2AMS2	D4ADQ7
Q64389	D3ZCZ0
Q9JMB7	G3V7T9
P01575	P70499
Q7M729	F1LTU5
Q91X05	Q8K4G9
O35235	A0A0G2K7Y5
Q8R3K3	D3ZLN7
Q80WJ1	Q66HC8
P35969	Q5I0H9
Q8K354	D3Z8K0
Q8C7E4	P00758
Q80XL7	B1WC86
Q8BWY2	D3ZGU3
Q9QYH9	A0A0G2K721
Q8VHX6	D3ZHA0
Q62469	P17220
O70570	P25427
Q9WUR0	A0A0G2KAE5
O35130	Q63486
Q06194	Q4V7D9
Q6NXI8	M0RDW5
Q3UZB0	A0A0G2K4Z6
A6ZI47	Q4KLI4
Q91ZH7	Q99PR0
Q45KJ6	D3ZIK1
A0A0R4IZW5	Q9R0T4
P03893	Q2YDV1
P41209	G3V832
P19426	Q6MG75
Q9D7X1	D3ZXL9
P21183	A0A0G2JVQ2
Q8K2F3	D3ZHR8
Q99M20	F1M362
Q6P5G0	Q6MG73
Q7TMF5	Q8VHC1
Q8VEB1	F1LRM5
Q9R0N5	D3ZAA3
P61168	P61169
P59481	F7F3Z1
Q61081	A0A140TAG9
Q9D8K3	Q6IN44
Q9D5I4	A0A0G2JSP4
P27546	Q4KLH4
Q8BP22	D3ZP87
Q9R0H5	D3Z9Z0
Q9EQF4	F1M928
Q9QXW4	Q6AXQ1
Q05685	A0A0G2JUC0
P52734	M0R6Q4
P54763	P09215
Q91ZT5	Q5FVG9
Q8BHD8	D4ACW0
P63073	G3V9H0
Q9Z0F4	A0A0G2K149
Q91X17	A0A0G2JSP1
Q31125	D4A9M7
A0A0J9YTV4	F1M2Y6
Q91YD4	O35793
A0A0G2LB91	A0A0H2UHV3
A0A0R4J075	Q5PQS5
Q60677	F1M6Q2
Q9QZR9	F1LT78
P10148	P14844
Q80V85	F1LUS8
P06796	P04468
O89104	M0R7B3
Q9JL70	D3ZQL0
Q8VI51	D4A2I9
Q8BUL6	Q6AYT8
A0A286YDA8	A1L1J9
P35343	P35407
Q8VHS6	F1M9V9
F6R5P4	P0C7J6
P59266	D3ZWT2
Q8C1R0	Q6AXT1
O88186	Q4AEG0
O88456	P14942
E9Q9V5	D4A4X2
Q9Z222	D3ZEF9
O88509	F1LQE0
Q61115	Q6UY90
Q9CRB6	A0A0G2KAD8
A0A0R4J166	Q08388
Q6U7H8	A0A1W2Q6L7
Q8C5W3	Q9JK25
Q07235	Q6MG07
G5E8V9	M0R5U4
G3X943	Q811Q2
Q9D1C3	Q5U1Z8
Q64010	Q63768
P81069	G3V9P8
Q6A0D4	G3V7I2
A0A0B4J1E9	D3ZY60
Q9CWU9	G3V6M8
Q7TQ32	Q5FWU4
E9Q3A7	G3V7T4
A2AJQ3	A0A0G2JZ65
P70331	B0BN88
O35674	D3ZPM7
O35393	G3V7D4
Q61193	Q6MGC5
Q91XC8	Q5M876
Q8BGA3	Q0VGK3
D3Z5L6	D4A9K4
P50516	D4A133
Q9CQ33	B5DFI4
P70698	B1WC02
Q91WS7	D4A9U0
A0A0A6YY91	Q05030
P16305	G3V6G3
Q63850	P17955
Q99LH4	Q642B2
P51576	P47824
Q06348	E9PU00
Q07139	F1LWQ2
Q8JZX5	D4A251
Q9CRB8	E9PTK4
P03921	D3ZTP0
Q4FZC9	D3ZD24
Q9D312	D3Z7Y6
Q8C084	D4A0J4
Q8BYW1	Q4V7D3
Q9WU03	G3V8S0
Q8BPS4	G3V6L1
P20181	P18280
Q921I0	D4A3J3
Q1HKZ5	F7FMK8
B2RU80	P52873
P48302	P21451
B1AY26	F1M1G2
E9QNX9	A0A140TAB8
Q7TM95	D3ZS21
Q8BHY2	A0A0G2K562
Q921N7	M0R809
Q8QZV4	Q9QZM5
Q6PGB8	F1LRI5
P11531	Q5XFX0
Q99LX0	Q63704
Q8VE96	Q5RKH7
P26687	F1M453
P25976	F1LRY5
Q8BHS8	Q924U0
Q61762	F1LNE1
Q3UFB7	P35739
Q9CW42	Q923V4
P20029	P06761
Q8CIH9	F2Z3R0
Q8VIH9	F1LMH7
E9Q284	A0A0G2K7B0
I7HPW4	Q68FP5
Q3TTL0	Q66H33
P30282	D4A733
P28229	P62516
P47878	B1WC01
A0A0R4IZY3	D3ZYB1
O88643	A0A0G2K1E2
Q9Z0L6	P04089
Q921J4	B5DFI8
Q3V036	A0A0G2JV67
B1AY10	A0A0G2JW72
Q5F226	G3V6G9
Q3U2K0	D4A1Y5
P70205	Q5YB86
P10761	A1L124
Q80ZI6	G3V7C3
O88745	Q62923
Q9JJZ4	D3ZLZ9
Q9R269	Q9JHZ9
F7AA26	A0A0G2JTC9
Q60520	A0A0G2K3H5
Q80X95	P53610
Q9D738	Q32Q00
Q922V4	Q7TPK4
Q06770	P31211
E9Q658	D3ZZX2
Q8C627	A0A0H2UHT8
O54926	Q923V7
O08712	O08727
Q8K441	Q5EB98
O35305	F1M8Z6
Q04447	Q62991
Q6PR54	A0A0G2KB73
F6YG30	Q4KLY3
Q8BG16	B0BMV4
O70310	Q6AYK6
Q64176	P16975
P70399	F1M842
D3Z763	D4A0Z7
P62889	A0A0G2K5E6
P51949	A0A0G2JWN9
Q02496	E9PT20
Q8CII9	G3V7G7
P20060	A0A0G2KAD8
P70661	O08718
Q8K1Y2	Q4KLN8
Q8R4I1	Q3B8R7
F8VPT3	F1M344
Q0VE82	F1M798
Q64191	P23385
A0A0A6YWQ3	E9PTY9
P35492	P21213
Q8R502	Q498T9
Q8C145	Q4V887
Q8K0X8	P97577
A0A0G2JGN5	A0A0G2JY41
O55242	A0A0G2QC33
G3X8Y3	F1LMV6
Q9WU63	G3V9S0
Q91XZ9	D4A7P5
Q8C1C8	Q8VHZ4
Q8R116	Q63707
Q7TNK1	F1LUM5
Q8R0C3	F7F9X9
A2CG63	A0A0G2JXE5
Z4YNB2	Q6AXU8
P97503	F1LVT1
Q9DAD6	D3ZGI1
Q8C8U8	G3V6S1
R4GML0	F1M8E7
Q9QXA7	F1LV65
Q91V64	G3V9I9
P31695	B2GV35
Q7TS63	A0A1W2Q6E1
Q8CBB9	Q4QQT2
Q91W43	A0A0G2JTV2
P58308	P54748
Q9CPW3	D3Z9K2
E9Q9Z9	E9PTW3
Q8C963	D4A8H6
A0A0R4J0N8	G3V783
E0CXZ2	G3V932
Q91X51	F1LQL9
Q3UND0	Q9Z0U4
P81066	D3Z921
Q9CQ28	D3ZKQ0
Q8QZR8	D3ZNG9
Q9CRC8	Q63398
Q9CRA9	Q6TA25
Q7TME2	F1LP44
Q9JJU9	P02524
Q9DCB1	A0A0G2JWR2
P47801	P54848
Q8R0L9	P35467
Q91XY3	D3ZXS4
Q810N9	D3ZRL6
Q8C6C7	D4A037
O88933	M0R8Z6
A2AVZ9	D4A832
P27808	Q4V8F1
Q8VCR2	Q5M875
Q8BZN2	P97557
Q8R3R5	P47197
B1AR17	F1LPP8
P49962	D4A511
Q9JIZ9	Q6QBQ4
Q3TY60	Q5RJZ6
Q6PHN9	Q5U316
O35652	G3V6V6
F6ZK01	D4A3M8
A0A1L1SQM7	P16391
P13297	G3V6U7
Q9JK53	P16409
Q61703	B0BN86
Q8R3R8	R9PXX6
O09106	Q4QQW4
P33680	P28902
Q9WVK0	Q642A2
Q8C3Q5	D3ZPJ0
Q9JMI7	A0A0A0MXZ5
Q6PGF3	P07153
P17665	P80432
Q99JN2	Q70AM4
Q8CHT1	A0A0G2K3D7
Q6RHW0	F1M7K4
Q3U0D9	D3ZXT1
Q68FD7	F1LUD4
Q9D2F7	P49950
O55203	E9PTQ0
Q8K301	F1LQ24
Q8R080	D3ZPA8
Q9CQP3	D3ZP89
Q8R5L3	A0A0G2KA50
Q99246	Q5XIL8
Q61080	M0R8R8
Q9WV93	Q8K1P7
Q9R1Q6	F1LQ74
I7HJS2	Q4KLG6
P49769	P35000
G3XA53	F7EYB9
Q80ZU9	D4AAL4
A0A0J9YV32	Q5PPM8
A0A182DWE6	A0A0G2JZE4
Q91W61	Q6AY79
Q9CZ30	F7EZZ0
A0A1L1SQU7	A0A0G2K5L1
Q7TNI7	A9UMW3
Q9D3R6	M0RBW0
Q80V81	P43144
Q64518	A0A0G2K9N9
A2A7B5	Q9WUK0
Q9ER75	D4A7R4
Q8BND5	Q6IUU3
O70293	G3V931
Q60644	D3ZUD0
Q8R1L8	D3ZMI0
Q8CEZ4	D3ZQH9
Q64282	D3ZZN3
B1ARV6	Q9QYW4
G3X956	D4A4J0
Q8VDT9	D3ZYL4
Q03173	Q5XHX3
Q68EF8	Q8K422
