8572 A0A287A2J9,A0A287BHC9,F1SV31,A3EX84,A0A286ZV23,A0A286ZQA1,P79307,F2Z558 G1TVU3,G1SZT9,G1T250,P47845,G1SZE4,G1SIC9,G1SZM2,G1SDY5
4118 F1ST22,A0A286ZV23,K7GR70,A0A287A2J9,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287BRP0 G1TMG7,G1SZE4,G1T143,G1SZR6,G1TIX5,G1SZT9,G1SMY6,G1SJ36
5190 A0A287B1Z3,A0A287B4M4,P79307,F1RHK6,A0A286ZV23,A0A287A2J9,A0A287BHC9,A0A287BBB5 G1SDE9,G1TIX5,G1SZM2,G1SZT9,G1SZE4,G1SZR6,G1SMY6,G1SVI9
4377 A0A287A2J9,F1SST2,K7GR70,A0A286ZV23,A0A287BHC9,F1S8N5,D3K5N7,F2Z558 G1SZR6,G1SP94,G1T143,G1SZE4,G1SMY6,G1SY00,G1TAE2,G1SDY5
9470 F1RHK6,A0A287B4M4,P79307,I3LI16,I3LNX4,A0A286ZV23,A0A287BHC9,A0A287A2J9 G1SZT9,G1TIX5,G1SZM2,G1STQ2,G1SXC8,G1SZE4,G1SMY6,G1SZR6
9470 F1RHK6,I3LNX4,P79307,A0A286ZNK2,A0A287B4M4,A0A286ZV23,A0A287BHC9,A0A287A2J9 G1SZT9,G1SXC8,G1SZM2,G1SP89,G1TIX5,G1SZE4,G1SMY6,G1SZR6
9470 F1RHK6,I3LNX4,P79307,F1RNA6,A0A287B4M4,A0A286ZV23,A0A287BHC9,A0A287A2J9 G1SZT9,G1SXC8,G1SZM2,G1SP89,G1TIX5,G1SZE4,G1SMY6,G1SZR6
9470 F1RHK6,I3LNX4,P79307,A0A287A7N7,A0A287B4M4,A0A286ZV23,A0A287BHC9,A0A287A2J9 G1SZT9,G1SXC8,G1SZM2,G1SP89,G1TIX5,G1SZE4,G1SMY6,G1SZR6
9470 F1RHK6,I3LNX4,P79307,P61288,A0A287B4M4,A0A286ZV23,A0A287BHC9,A0A287A2J9 G1SZT9,G1SXC8,G1SZM2,G1SP89,G1TIX5,G1SZE4,G1SMY6,G1SZR6
9470 F1RHK6,I3LNX4,P79307,F1S9Y5,A0A287B4M4,A0A286ZV23,A0A287BHC9,A0A287A2J9 G1SZT9,G1SXC8,G1SZM2,G1SP89,G1TIX5,G1SZE4,G1SMY6,G1SZR6
9470 F1RHK6,I3LNX4,P79307,F1S6K5,A0A287B4M4,A0A286ZV23,A0A287BHC9,A0A287A2J9 G1SZT9,G1SXC8,G1SZM2,G1SP89,G1TIX5,G1SZE4,G1SMY6,G1SZR6
9727 K7GR70,A0A286ZV23,A0A287A2J9,I3LNX4,A0A286ZQA1,P79307,F1RP05,F2Z558 G1T143,G1SZE4,G1SZR6,G1SXC8,G1SIC9,G1SZM2,G1T866,G1SDY5
9727 K7GR70,A0A286ZV23,A0A287A2J9,I3LNX4,A0A286ZQA1,P79307,F1RP05,F2Z558 G1T143,G1SZE4,G1SZR6,G1SXC8,G1SIC9,G1SZM2,G1SH00,G1SDY5
9727 K7GR70,A0A286ZV23,A0A287A2J9,I3LNX4,A0A286ZQA1,P79307,F1RP05,F2Z558 G1T143,G1SZE4,G1SZR6,G1SXC8,G1SIC9,G1SZM2,G1SMM5,G1SDY5
9727 K7GR70,A0A286ZV23,A0A287A2J9,I3LNX4,A0A286ZQA1,P79307,F1RP05,F2Z558 G1T143,G1SZE4,G1SZR6,G1SXC8,G1SIC9,G1SZM2,G1SMK8,G1SDY5
9727 K7GR70,A0A286ZV23,A0A287A2J9,I3LNX4,A0A286ZQA1,P79307,F1RP05,F2Z558 G1T143,G1SZE4,G1SZR6,G1SXC8,G1SIC9,G1SZM2,G1SGB3,G1SDY5
9727 K7GR70,A0A286ZV23,A0A287A2J9,I3LNX4,A0A286ZQA1,P79307,I3LAE8,F2Z558 G1T143,G1SZE4,G1SZR6,G1SXC8,G1SIC9,G1SZM2,G1TT75,G1SDY5
8764 F1SDH5,A0A286ZV23,A0A287A2J9,D3K5N7,A0A286ZQA1,F2Z558,F2Z5I5,P79307 G1U631,G1SZE4,G1SZR6,G1TAE2,G1SIC9,G1SDY5,G1U419,G1SZM2
8764 F1RWG2,A0A286ZV23,A0A287A2J9,D3K5N7,A0A286ZQA1,F2Z558,F2Z5I5,P79307 G1U215,G1SZE4,G1SZR6,G1TAE2,G1SIC9,G1SDY5,G1U419,G1SZM2
8764 F1RWG2,A0A286ZV23,A0A287A2J9,D3K5N7,A0A286ZQA1,F2Z558,F2Z5I5,P79307 G1U631,G1SZE4,G1SZR6,G1TAE2,G1SIC9,G1SDY5,G1U419,G1SZM2
8764 M9MMN1,P79307,A0A286ZQA1,D3K5N7,A0A287A2J9,F2Z558,F2Z5I5,A0A286ZV23 G1T1L1,G1SZM2,G1SIC9,G1TAE2,G1SZR6,G1SDY5,G1U419,G1SZE4
8764 A0A287B1W2,A0A286ZV23,A0A287A2J9,D3K5N7,A0A286ZQA1,F2Z558,F2Z5I5,P79307 G1U631,G1SZE4,G1SZR6,G1TAE2,G1SIC9,G1SDY5,G1U419,G1SZM2
8764 A0A287BBC6,A0A286ZV23,A0A287A2J9,D3K5N7,A0A286ZQA1,F2Z558,A0A287A4T0,P79307 G1SMN9,G1SZE4,G1SZR6,G1TAE2,G1SIC9,G1SDY5,G1U419,G1SZM2
8764 A0A287BBC6,A0A286ZV23,A0A287A2J9,D3K5N7,A0A286ZQA1,F2Z558,A0A287A4T0,P79307 G1U215,G1SZE4,G1SZR6,G1TAE2,G1SIC9,G1SDY5,G1U419,G1SZM2
8764 A0A287BBC6,A0A286ZV23,A0A287A2J9,D3K5N7,A0A286ZQA1,F2Z558,A0A287A4T0,P79307 G1U631,G1SZE4,G1SZR6,G1TAE2,G1SIC9,G1SDY5,G1U419,G1SZM2
8764 A0A287BBC6,A0A286ZV23,A0A287A2J9,D3K5N7,A0A287BHC9,F2Z558,A0A287A4T0,P79307 G1SMN9,G1SZE4,G1SZR6,G1TAE2,G1SIC9,G1SDY5,G1U419,G1SZM2
8764 A0A287BBC6,A0A286ZV23,A0A287A2J9,D3K5N7,A0A287BHC9,F2Z558,A0A287A4T0,P79307 G1U215,G1SZE4,G1SZR6,G1TAE2,G1SIC9,G1SDY5,G1U419,G1SZM2
8764 A0A287BBC6,A0A286ZV23,A0A287A2J9,D3K5N7,A0A287BHC9,F2Z558,A0A287A4T0,P79307 G1U631,G1SZE4,G1SZR6,G1TAE2,G1SIC9,G1SDY5,G1U419,G1SZM2
8764 F1SAG1,A0A286ZV23,A0A287A2J9,D3K5N7,A0A286ZQA1,F2Z558,F2Z5I5,P79307 G1SUJ9,G1SZE4,G1SZR6,G1TAE2,G1SIC9,G1SDY5,G1U419,G1SZM2
10500 I3LNX4,D3K5N7,P79307,A0A286ZV23,Q6QAQ1,A0A287B4M4,A0A287BHC9,A0A287A2J9 G1SXC8,G1TAE2,G1SZM2,G1SZE4,G1SIT9,G1TIX5,G1SMY6,G1SZR6
10500 A0A286ZV23,K7GR70,I3LNX4,A0A287A2J9,A0A287B4M4,A0A287A7H6,P79307,A0A287BHC9 G1SZE4,G1T143,G1SXC8,G1SZR6,G1TIX5,G1T7B5,G1SZM2,G1SMY6
10500 A0A286ZV23,K7GR70,I3LNX4,A0A287A2J9,A0A287B4M4,A0A287A7H6,P79307,A0A287BHC9 G1SZE4,G1T143,G1SXC8,G1SZR6,G1TIX5,G1TVH9,G1SZM2,G1SMY6
10500 A0A286ZV23,K7GR70,I3LNX4,A0A287A2J9,A0A287B4M4,B5APU6,P79307,A0A287BHC9 G1SZE4,G1T143,G1SXC8,G1SZR6,G1TIX5,G1T7B5,G1SZM2,G1SMY6
10500 A0A286ZV23,K7GR70,I3LNX4,A0A287A2J9,A0A287B4M4,B5APU6,P79307,A0A287BHC9 G1SZE4,G1T143,G1SXC8,G1SZR6,G1TIX5,G1TVH9,G1SZM2,G1SMY6
11628 P79307,I3LNX4,D3K5N7,A0A287BHC9,A0A287B4M4,A0A287BEY7,F2Z558,A0A287A2J9 G1SZM2,G1SXC8,G1TAE2,G1TIX5,G1SMY6,G1SMQ9,G1SDY5,G1TVU3
11628 P79307,I3LNX4,D3K5N7,A0A287BHC9,A0A287B4M4,A0A287BEY7,F2Z558,A0A287A2J9 G1SZM2,G1SXC8,G1TAE2,G1SMY6,G1TIX5,G1SMQ9,G1SDY5,G1SZR6
10633 Q9TUB2,A0A287A2J9,A0A286ZQA1,A0A286ZV23,F1RHK6,A0A286ZL14,D3K5N7,F2Z558 G1TVU3,G1SZR6,G1SIC9,G1SZE4,G1SZT9,G1T9A1,G1TAE2,G1SDY5
10633 Q9TUB2,A0A287A2J9,A0A286ZQA1,A0A286ZV23,F1RHK6,A0A286ZI96,D3K5N7,F2Z558 G1TVU3,G1SZR6,G1SIC9,G1SZE4,G1SZT9,G1T421,G1TAE2,G1SDY5
9246 I3LNX4,F1RHK6,K7GR70,F1SSH4,A0A286ZV23,A0A287B4M4,A0A287A2J9,A0A287BHC9 G1SXC8,G1SZT9,G1T143,G1U427,G1SZE4,G1TIX5,G1SZR6,G1SMY6
9246 I3LNX4,F1RHK6,F1RXX3,P79307,A0A286ZV23,A0A287B4M4,A0A287A2J9,A0A287BHC9 G1SXC8,G1SZT9,G1SIG3,G1SZM2,G1SZE4,G1TIX5,G1SZR6,G1SMY6
9246 I3LNX4,F1RHK6,A0A287A2C8,P79307,A0A286ZV23,A0A287B4M4,A0A287A2J9,A0A287BHC9 G1SXC8,G1SZT9,G1SMD5,G1SZM2,G1SZE4,G1TIX5,G1SZR6,G1SMY6
9246 I3LNX4,F1RHK6,I3LP32,P79307,A0A286ZV23,A0A287B4M4,A0A287A2J9,A0A287BHC9 G1SXC8,G1SZT9,G1SIG3,G1SZM2,G1SZE4,G1TIX5,G1SZR6,G1SMY6
9246 A0A287B4M4,F1RHK6,I3LJ47,P79307,A0A286ZV23,I3LNX4,A0A287A2J9,A0A287BHC9 G1TIX5,G1SZT9,G1STH6,G1SZM2,G1SZE4,G1SXC8,G1SZR6,G1SMY6
9246 A0A287B4M4,F1RHK6,I3LJ47,P79307,A0A286ZV23,I3LNX4,A0A287A2J9,A0A287BHC9 G1TIX5,G1SZT9,G1SQY1,G1SZM2,G1SZE4,G1SXC8,G1SZR6,G1SMY6
9246 A0A287B4M4,F1RHK6,I3LJ47,P79307,A0A286ZV23,I3LNX4,A0A287A2J9,A0A287BHC9 G1TIX5,G1SZT9,G1SV73,G1SZM2,G1SZE4,G1SXC8,G1SZR6,G1SMY6
9246 A0A287B4M4,F1RHK6,I3LJ47,P79307,A0A286ZV23,I3LNX4,A0A287A2J9,A0A287BHC9 G1TIX5,G1SZT9,G1SZF2,G1SZM2,G1SZE4,G1SXC8,G1SZR6,G1SMY6
9246 A0A287B4M4,F1RHK6,A0A286ZZX0,P79307,A0A286ZV23,I3LNX4,A0A287A2J9,A0A287BHC9 G1TIX5,G1SZT9,G1U0W2,G1SZM2,G1SZE4,G1SXC8,G1SZR6,G1SMY6
9246 A0A287B4M4,F1RHK6,A0A287B653,P79307,A0A286ZV23,I3LNX4,A0A287A2J9,A0A287BHC9 G1TIX5,G1SZT9,G1U0W2,G1SZM2,G1SZE4,G1SXC8,G1SZR6,G1SMY6
9246 A0A287B4M4,F1RHK6,A0A287B653,P79307,A0A286ZV23,I3LNX4,A0A287A2J9,A0A287BHC9 G1TIX5,G1SZT9,G1SV73,G1SZM2,G1SZE4,G1SXC8,G1SZR6,G1SMY6
9246 A0A287B4M4,F1RHK6,A0A287B653,P79307,A0A286ZV23,I3LNX4,A0A287A2J9,A0A287BHC9 G1TIX5,G1SZT9,G1SZF2,G1SZM2,G1SZE4,G1SXC8,G1SZR6,G1SMY6
8803 F1S9S0,P79307,D3K5N7,A0A286ZQA1,F2Z558,A0A287A2J9,A0A286ZV23,Q06AU6 G1SI38,G1SZM2,G1TAE2,G1SIC9,G1SDY5,G1TVU3,G1SZE4,G1T2T9
10422 D3K5N7,I3LNX4,P79307,A0A286ZV23,F2Z558,A0A287AP23,A0A287BHC9,A0A287A2J9 G1TAE2,G1SXC8,G1SZM2,G1SZE4,G1SDY5,G1T9D0,G1SIC9,G1SZR6
10422 D3K5N7,I3LNX4,P79307,A0A286ZV23,F2Z558,A0A287AP23,A0A287BHC9,A0A287A2J9 G1TAE2,G1SXC8,G1SZM2,G1SZE4,G1SDY5,G1T9D0,G1SMY6,G1SZR6
4815 Q9GJR5,A0A286ZV23,A0A287A2J9,K7GR70,A0A287B4M4,A0A287BHC9,D3K5N7,F1SKR9 G1SQN9,G1SZE4,G1SZR6,G1T143,G1TIX5,G1SMY6,G1TAE2,G1SN87
7252 K7GN73,P79307,A0A287B4M4,A0A287BHC9,A0A286ZQA1,A0A286ZV23,I3LNX4,A7XUJ6 G1SLT0,G1SZM2,G1TIX5,G1SMY6,G1SIC9,G1SZE4,G1TAE2,U3KNH2
7924 F1SPZ6,A0A286ZV23,K7GR70,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287A2J9,A0A286ZVL0 G1TDU3,G1SZE4,G1T143,G1TIX5,G1SZT9,G1SMY6,G1SZR6,G1SN14
7924 F1SPZ6,A0A286ZV23,K7GR70,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287A2J9,A0A286ZVL0 G1SUQ7,G1SZE4,G1T143,G1TIX5,G1SZT9,G1SMY6,G1SZR6,G1T7H0
7924 I3LR41,A0A286ZV23,K7GR70,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287A2J9,A0A286ZUM8 G1TDU3,G1SZE4,G1T143,G1TIX5,G1SZT9,G1SMY6,G1SZR6,G1SN14
7924 F1SLL4,A0A286ZV23,K7GR70,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287A2J9,F2Z5R6 G1SVI0,G1SZE4,G1T143,G1TIX5,G1SZT9,G1SMY6,G1SZR6,G1SN14
7924 F1RZQ1,A0A286ZV23,K7GR70,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287A2J9,F2Z5R6 G1SPP5,G1SZE4,G1T143,G1TIX5,G1SZT9,G1SMY6,G1SZR6,G1SN14
10566 A0A286ZV23,K7GR70,I3LNX4,A0A287A2J9,A0A287B4M4,P79307,D4P3C2,A0A287BHC9 G1SZE4,G1T143,G1SXC8,G1SZR6,G1TIX5,G1SZM2,U3KN58,G1SMY6
9662 K7GR70,A0A286ZV23,A0A287A2J9,I3LNX4,A0A286ZQA1,F1SU06,P79307,F2Z558 G1T143,G1SZE4,G1SZR6,G1SXC8,G1SIC9,G1SW67,G1SZM2,G1SDY5
9662 K7GR70,A0A286ZV23,A0A287A2J9,I3LNX4,A0A286ZQA1,F1SU06,P79307,F2Z558 G1T143,G1SZE4,G1SZR6,G1SXC8,G1SIC9,G1SRH7,G1SZM2,G1SDY5
9662 K7GR70,A0A286ZV23,A0A287A2J9,I3LNX4,A0A286ZQA1,A0A287AD78,P79307,F2Z558 G1T143,G1SZE4,G1SZR6,G1SXC8,G1SIC9,G1SW67,G1SZM2,G1SDY5
9662 K7GR70,A0A286ZV23,A0A287A2J9,I3LNX4,A0A286ZQA1,A0A287AD78,P79307,F2Z558 G1T143,G1SZE4,G1SZR6,G1SXC8,G1SIC9,G1T1E3,G1SZM2,G1SDY5
4535 A0A287A2J9,A0A286ZQA1,K7GR70,A0A287ACE1,A0A287B6Q2,A0A286ZV23,F2Z558,D3K5N7 G1TIX5,G1SZT9,G1TVU3,G1TDK5,G1TC95,G1SZE4,G1SDY5,G1TAE2
4535 A0A287A2J9,A0A286ZQA1,K7GR70,F2Z5I5,A0A287AU87,A0A286ZV23,F2Z558,D3K5N7 G1TIX5,G1SZT9,G1TVU3,G1TDK5,G1TC95,G1SZE4,G1SDY5,G1TAE2
6430 A0A286ZV23,F1RKW0,K7GR70,A0A287B4M4,D3K5N7,D7RA28,A0A287A2J9,A0A287BHC9 G1SZE4,G1T919,G1T143,G1TIX5,G1TAE2,Q8MK68,G1SZR6,G1SMY6
8185 A0A287B4M4,F1RKW0,A0A286ZV23,F1RHK6,D7RA28,D3K5N7,A0A287BHC9,A0A287A2J9 G1TIX5,G1T919,G1SZE4,G1SZT9,Q8MK68,G1TAE2,G1SMY6,G1SZR6
8185 A0A287B4M4,F1RKW0,A0A286ZV23,F1RHK6,D7RA28,D3K5N7,A0A286ZQA1,A0A287A2J9 G1TIX5,G1T919,G1SZE4,G1SZT9,Q8MK68,G1TAE2,G1SMY6,G1SZR6
6396 D3K5N7,A0A286ZJV8,A0A286ZV23,P79307,F2Z558,I3LNX4,A0A287A5F6,A0A287BHC9 G1TAE2,G1SM20,G1SZE4,G1SZM2,G1SDY5,G1SXC8,U3KN87,G1SMY6
6396 D3K5N7,A0A287AJL7,A0A286ZV23,P79307,F2Z558,I3LNX4,A0A287A5F6,A0A287BHC9 G1TAE2,G1T6Z9,G1SZE4,G1SZM2,G1SDY5,G1SXC8,U3KN87,G1SMY6
8566 A0A287B4M4,F1SLZ5,P79307,A0A286ZV23,F1RHK6,A0A287AE42,A0A286ZQA1,F2Z558 G1TIX5,G1TNE6,G1SZM2,G1SZE4,G1SZT9,G1U3I5,G1SMY6,G1SDY5
8566 I3LNX4,F1SLZ5,P79307,A0A286ZV23,F1RHK6,A0A287AE42,A0A286ZQA1,F2Z558 G1TIX5,G1TNE6,G1SZM2,G1SZE4,G1SZT9,G1U3I5,G1SMY6,G1SDY5
8566 I3LNX4,F1SLZ5,P79307,A0A286ZV23,F1RHK6,A0A287AE42,A0A287BHC9,F2Z558 G1TIX5,G1TNE6,G1SZM2,G1SZE4,G1SZT9,G1U3I5,G1SMY6,G1SDY5
9088 A0A287AA49,A0A286ZQA1,A0A287A2J9,P79307,A0A286ZV23,F2Z558,F2Z540,D3K5N7 G1SIU3,G1SIC9,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1T1D9,G1TAE2
9088 A0A287AA49,A0A286ZQA1,A0A287A2J9,P79307,A0A286ZV23,F2Z558,F2Z540,D3K5N7 G1SE22,G1SIC9,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1T1D9,G1TAE2
9088 A0A286ZRB8,A0A286ZQA1,A0A287A2J9,P79307,A0A286ZV23,F2Z558,I3LMS7,D3K5N7 G1SXR5,G1SIC9,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TZS4,G1TAE2
9088 A0A286ZRB8,A0A286ZQA1,A0A287A2J9,P79307,A0A286ZV23,F2Z558,I3LMS7,D3K5N7 G1SXR5,G1SMY6,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TZS4,G1TAE2
9088 A0A286ZRB8,A0A286ZQA1,A0A287A2J9,P79307,A0A286ZV23,F2Z558,I3LMS7,D3K5N7 G1T5Y0,G1SIC9,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TZS4,G1TAE2
9088 A0A286ZRB8,A0A286ZQA1,A0A287A2J9,P79307,A0A286ZV23,F2Z558,I3LMS7,D3K5N7 G1T5Y0,G1SMY6,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TZS4,G1TAE2
9088 A0A286ZRB8,A0A287BHC9,A0A287A2J9,P79307,A0A286ZV23,F2Z558,I3LMS7,D3K5N7 G1SXR5,G1SIC9,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TZS4,G1TAE2
9088 A0A286ZRB8,A0A287BHC9,A0A287A2J9,P79307,A0A286ZV23,F2Z558,I3LMS7,D3K5N7 G1SXR5,G1SMY6,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TZS4,G1TAE2
9088 A0A286ZRB8,A0A287BHC9,A0A287A2J9,P79307,A0A286ZV23,F2Z558,I3LMS7,D3K5N7 G1T5Y0,G1SIC9,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TZS4,G1TAE2
9088 A0A286ZRB8,A0A287BHC9,A0A287A2J9,P79307,A0A286ZV23,F2Z558,I3LMS7,D3K5N7 G1T5Y0,G1SMY6,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TZS4,G1TAE2
9088 A0A287AB06,A0A286ZQA1,A0A287A2J9,P79307,A0A286ZV23,F2Z558,I3LMS7,D3K5N7 G1SXR5,G1SIC9,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TZS4,G1TAE2
9088 A0A287AB06,A0A286ZQA1,A0A287A2J9,P79307,A0A286ZV23,F2Z558,I3LMS7,D3K5N7 G1SXR5,G1SMY6,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TZS4,G1TAE2
9088 A0A287AB06,A0A286ZQA1,A0A287A2J9,P79307,A0A286ZV23,F2Z558,I3LMS7,D3K5N7 G1T5Y0,G1SIC9,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TZS4,G1TAE2
9088 A0A287AB06,A0A286ZQA1,A0A287A2J9,P79307,A0A286ZV23,F2Z558,I3LMS7,D3K5N7 G1T5Y0,G1SMY6,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TZS4,G1TAE2
9088 A0A287AB06,A0A287BHC9,A0A287A2J9,P79307,A0A286ZV23,F2Z558,I3LMS7,D3K5N7 G1SXR5,G1SIC9,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TZS4,G1TAE2
9088 A0A287AB06,A0A287BHC9,A0A287A2J9,P79307,A0A286ZV23,F2Z558,I3LMS7,D3K5N7 G1SXR5,G1SMY6,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TZS4,G1TAE2
9088 A0A287AB06,A0A287BHC9,A0A287A2J9,P79307,A0A286ZV23,F2Z558,I3LMS7,D3K5N7 G1T5Y0,G1SIC9,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TZS4,G1TAE2
9088 A0A287AB06,A0A287BHC9,A0A287A2J9,P79307,A0A286ZV23,F2Z558,I3LMS7,D3K5N7 G1T5Y0,G1SMY6,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TZS4,G1TAE2
9088 F1RVD7,A0A286ZQA1,A0A287A2J9,P79307,A0A286ZV23,F2Z558,F2Z540,D3K5N7 U3KPC9,G1SIC9,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1T1D9,G1TAE2
9088 F1RLE6,A0A286ZQA1,A0A287A2J9,P79307,A0A286ZV23,F2Z558,F2Z540,D3K5N7 G1T757,G1SIC9,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1T1D9,G1TAE2
9088 A0A287A5L5,A0A286ZQA1,A0A287A2J9,P79307,A0A286ZV23,F2Z558,F2Z540,D3K5N7 U3KPC9,G1SIC9,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1T1D9,G1TAE2
9000 F1SL61,A0A287A2J9,A0A287BHC9,A0A286ZV23,P79307,F2Z558,A0A287A5F6,D3K5N7 G1SLT0,G1SZR6,G1SIC9,G1SZE4,G1SZM2,G1SDY5,U3KNH2,G1TAE2
9000 F1SL61,A0A287A2J9,A0A287BHC9,A0A286ZV23,P79307,F2Z558,A0A287A5F6,D3K5N7 G1T4W8,G1SZR6,G1SMY6,G1SZE4,G1SZM2,G1SDY5,U3KN87,G1TAE2
9000 F1RXF7,A0A287A2J9,A0A287BHC9,A0A286ZV23,P79307,F2Z558,I3LTD6,D3K5N7 G1SCU8,G1SZR6,G1SMY6,G1SZE4,G1SZM2,G1SDY5,G1TBF1,G1TAE2
9000 F1ST82,A0A287A2J9,A0A287BHC9,A0A286ZV23,P79307,F2Z558,A0A287A5F6,D3K5N7 G1SLT0,G1SZR6,G1SIC9,G1SZE4,G1SZM2,G1SDY5,U3KNH2,G1TAE2
9000 A0A287AJU8,A0A287A2J9,A0A287BHC9,A0A286ZV23,P79307,F2Z558,I3LTD6,D3K5N7 G1SIC8,G1SZR6,G1SMY6,G1SZE4,G1SZM2,G1SDY5,G1TBF1,G1TAE2
9109 F1SSX7,A0A286ZV23,A0A287B4M4,D3K5N7,F1RHK6,A0A287BHC9,A0A287A2J9,F1REZ6 G1SHX4,G1SZE4,G1TIX5,G1TAE2,G1SZT9,G1SMY6,G1SZR6,G1T481
9109 F1SSX7,A0A286ZV23,A0A287B4M4,D3K5N7,F1RHK6,A0A287BHC9,A0A287A2J9,F1REZ6 E2J6N2,G1SZE4,G1TIX5,G1TAE2,G1SZT9,G1SMY6,G1SZR6,G1T481
9109 F1SGI2,A0A286ZV23,A0A287B4M4,D3K5N7,F1RHK6,A0A287BHC9,A0A287A2J9,F1REZ6 G1SHX4,G1SZE4,G1TIX5,G1TAE2,G1SZT9,G1SMY6,G1SZR6,G1T481
9109 F1SGI2,A0A286ZV23,A0A287B4M4,D3K5N7,F1RHK6,A0A287BHC9,A0A287A2J9,F1REZ6 E2J6N2,G1SZE4,G1TIX5,G1TAE2,G1SZT9,G1SMY6,G1SZR6,G1T481
9083 I3LE14,A0A286ZQA1,P79307,A0A287A2J9,A0A287B4M4,F2Z558,A0A287BKR2,D3K5N7 G1SI26,G1TIX5,G1SZM2,G1TVU3,G1SMY6,G1SDY5,G1TRW0,G1TAE2
9083 I3LE14,A0A287BHC9,P79307,A0A287A2J9,A0A287B4M4,F2Z558,A0A287BKR2,D3K5N7 G1SI26,G1TIX5,G1SZM2,G1TVU3,G1SMY6,G1SDY5,G1TRW0,G1TAE2
9083 A0A287BQA2,A0A287B4M4,A0A286ZV23,F1RHK6,D3K5N7,A0A287BHC9,A0A286ZTD8,A0A287A2J9 G1TE36,G1TIX5,G1SZE4,G1SZT9,G1TAE2,G1SMY6,G1SIG2,G1SZR6
3913 A0A286ZV23,F1RJG8,A0A287A2J9,K7GR70,D3K5N7,A0A287B4M4,A0A286ZVL0,A0A287BHC9 G1SZE4,G1U4S3,G1SZR6,G1T143,G1TAE2,G1TIX5,G1T7H0,G1SMY6
6757 P79307,F1SEJ3,A0A287B4M4,A0A286ZQA1,D3K5N7,A0A287BB06,F2Z558,A7XUJ6 G1SZM2,G1TP72,G1SMY6,G1SIC9,G1TAE2,G1SE15,G1SZE4,U3KNH2
6757 P79307,F1SEJ3,A0A287B4M4,A0A286ZQA1,D3K5N7,A0A287BB06,F2Z558,A7XUJ6 G1SZM2,G1TP72,G1SMY6,G1SIC9,G1TAE2,G1SE15,G1SDY5,U3KNH2
4143 A0A287B4M4,P79307,F1SEJ3,F1RHK6,A0A287B6J8,A0A286ZV23,A7XUJ6,A0A287BHC9 G1TIX5,G1SZM2,G1TP72,G1SZT9,G1U9B2,G1SZE4,U3KNH2,G1SMY6
9519 K7GR70,A0A286ZV23,I3LNX4,A0A287A2J9,F1RHK6,A0A287B4M4,I3LSD5,A0A287BHC9 G1T143,G1SZE4,G1SXC8,G1SZR6,G1SZT9,G1TIX5,G1THG0,G1SMY6
9519 K7GR70,A0A286ZV23,I3LNX4,A0A287A2J9,F1RHK6,A0A287B4M4,E7CXS0,A0A287BHC9 G1T143,G1SZE4,G1SXC8,G1SZR6,G1SZT9,G1TIX5,G1TGB4,G1SMY6
9519 K7GR70,A0A286ZV23,I3LNX4,A0A287A2J9,F1RHK6,A0A287B4M4,A0A287A6E8,A0A287BHC9 G1T143,G1SZE4,G1SXC8,G1SZR6,G1SZT9,G1TIX5,G1TGB4,G1SMY6
7410 I3LNC2,D3K5N7,A0A286ZV23,P79307,F2Z558,A0A287A2J9,F2Z540,A0A286ZQA1 U3KMD4,G1TAE2,G1SZE4,G1SZM2,G1SDY5,G1SZR6,G1T1D9,G1SIC9
7410 F1RRA6,D3K5N7,A0A286ZV23,P79307,F2Z558,A0A287A2J9,I3LMS7,A0A286ZQA1 G1T9T8,G1TAE2,G1SZE4,G1SZM2,G1SDY5,G1SZR6,G1TZS4,G1SIC9
