Q6DFW4 Q9ESX5
Q9CR62 Q9CR62
P35486 P35486
Q3U2J5 Q3U2J5
E9PW37 Q68FD9
Q9D2D9 Q91ZG2
Q99JX4 Q99JX4
P59672 Q9D7P9
P27005 Q5SSL4
P21619 P47856
Q2TBA3 E9QL43
Q3V125 Q3V125
P28667 P28667
P70321 E9QK22
Q3UHH1 Q6IR34
P21981 A0A0A6YX89
Q91YQ7 Q91YQ7
P09025 P59108
Q80ZD3 Q8R0Z5
Q91X52 D3Z603
Q9WUP7 Q9WUP7
Q76LS9 Q76LS9
Q8CB96 O70176
Q9WUI0 Q9WUI0
Q9CRB9 Q99LE6
O88477 O88477
O55111 P62743
P31257 Q7TNS2
P24161 P24161
Q9ESL9 Q61851
P83887 P83887
E9Q5L8 E9Q5L8
Q9D7P9 A0A140LJ72
E9QNR7 E9QNR7
Q5FWK3 Q5FWK3
Q61009 Q61009
Q9CR62 Q921N6
P62342 P62342
G5E8T9 Q80X56
Q99J21 Q99J21
Q63871 Q63871
Q9Z1T1 P09411
A2AQR4 O35544
A0JNU3 Q3TPR7
O55134 Q61275
P51637 P51637
Q922X9 Q922X9
P70362 A2A5N8
Q6VMN6 Q6VMN6
Q9D892 Q9D892
Q9D0N7 B2RUP0
Q8R0Z5 Q149T1
Q9WV04 A0A0R4J1H2
D3YXR2 D3YXR2
F8VQB2 F8VQB2
Q925B0 Q925B0
Q921N6 Q9R0U0
Q4VAH7 A6H603
E9QM77 F6U2C2
Q9WU42 Q61026
Q9DBS8 Q8R4E9
Q8BND5 Q9QUH0
B9EII4 B9EII4
A0A0R4J0D5 A0A0R4J0D5
Q8C0Q3 Q9WUU6
E9Q2I3 E9Q2I3
O35558 O55134
Q9CX48 Q9DCX1
Q9WVK4 P10639
F8VPV0 F8VPV0
Q8BGD9 Q8BGD9
A2AWL7 Q78IK2
P34022 P34022
F6SLK1 Q9ER72
Q9CZI9 Q9WV04
Q8BFX1 Q9CQL5
Q76LS9 Q3TTL0
O55111 O55111
Q9CX48 P63072
D6REH1 Q5D073
Q9CQR6 Q9CQR6
Q8BNV1 Q149C2
E9PZ54 E9PZ54
Q9D6D0 Q9D6D0
A2AWA9 A2AWA9
Q3TTL0 Q3TTL0
O08580 O08580
E9Q2I4 E9Q2I4
Q9JIH8 Q9JIH8
Q8VBV4 Q60765
Q8BWT5 P70697
A0A0R4J021 A0A286YD23
O35558 Q9R0U5
E9QKA4 E9QKA4
P61215 Q9CXT7
Q8BK72 Q8BK72
Q921D9 Q8JZM6
E9Q3X0 D3Z2N7
Q923K4 Q923K4
P21275 P21275
O88554 O88554
Q9DCV6 Q9DCV6
A0A286YD96 A0A0A0MQ97
Q80Y50 Q9JI20
P56581 Q8VE37
Q62280 Q62280
Q58FA4 Q8QZS5
Q922V4 Q922V4
Q8BPB0 P61249
F6VDQ9 F6VDQ9
Q6XJV4 Q6XJV4
Q9Z110 F6ZDS4
Q8BYN3 Q9WU42
P0DJI6 O35308
Q8JZP3 Q5SSK3
P70321 Q78IK2
Q91ZY2 Q99MS7
Q61496 Q61496
Q9D720 Q9D720
A2CG28 A0A0R4J0V4
Q8VE37 Q60765
Q8BUB4 Q61743
Q9CR78 D3YXJ5
Q8CEF1 Q06219
A4Q9F4 Q3URE1
Q7TPW1 D3Z656
Q6J1H4 Q91WD9
A2AIW0 Q8BJH1
Q8K3G9 Q8K3G9
Q3UFB7 Q3UFB7
Q9D4C5 Q80WR5
P27782 P37242
Q91WQ5 Q99PJ2
P05977 Q6PAL7
Q9JJP2 Q3UFM6
Q8BJL0 O09053
Q8R3C0 F7DDS0
Q5BU09 O88379
F6V5B0 Q64347
Q3TY60 Q3TY60
E9Q349 E9Q349
O35216 Q8BNI4
P15806 P15806
Q91ZP6 Q91ZP6
Q8C1Z7 Q6P3A8
Q7TPN9 Q62392
P30554 P30554
P34152 P34152
Q4QQM5 Q9JI39
P20664 P25446
Q8BVQ9 Q8K4Z5
A0A1D5RLV3 Q80W47
Q8JZM6 Q8JZM6
Q3UKR0 G3UX50
P10300 P10300
G3X8V6 A0A140LJ72
Q8R3C0 Q8R3C0
A0A140LJ72 Q9D7P9
Q8CEC4 B1ASA5
Q5FW53 Q5FW53
S4R2G5 S4R2G5
O88689 O88689
Q8BN59 Q8BN59
Q91ZI8 Q91ZI8
Q8VED2 Q8VED2
A2AUC9 Q9QZN1
A2AKG8 Q9ERY9
A2ARP1 A2ARP1
E9QP49 Q8BGB2
Q3TWW8 Q3TWW8
Q9CXI3 Q9JIG4
P62254 Q6P2L7
P09036 Q99MS7
P24788 A0A140LJC7
Q3U141 Q3U141
P0CG50 P0CG50
Q8BT07 Q9JJP2
Q8VDM6 Q8VDM6
Q9CQ28 Q923K4
Q8BLX4 Q8BLX4
Q62227 Q9JMG9
Q69ZK7 Q9CPZ1
Q03350 Q64311
Q60898 P98064
Q9D4C1 Q99M03
H3BJ52 P52955
Q8VHQ3 Q8VHQ3
O88351 Q61382
E9QM16 Q8BKN5
P09036 P58390
E9Q7F2 E9Q7F2
O70194 Q6P5D8
Q6PI17 Q6PI17
Q62420 Q62420
P59470 Q6PIP5
O35425 O35425
G3X939 P98191
Q8BGK6 Q8BGK6
O09005 Q9CQS8
Q3UL36 Q3UL36
A2AIV8 A2AIV8
Q8VDD9 O70492
P48346 P48346
Q9D8Y8 Q99KF1
Q9WTW4 A0JNU3
Q9QUJ7 Q9QUJ7
Q8K3Z0 Q8K3Z0
G3X9F2 Q3UV71
Q3U213 Q3U213
F8VQ29 Q91VK1
Q91YU7 Q91YU7
Q05909 O08614
Q3V1H1 Q8BNV1
Q8BHN1 G3X9Z4
Q8BIP0 E9QL65
F7B7X2 Q8C0E3
A6BLY7 Q9D2F7
P10711 P10711
Q9R059 Q9R059
P46735 Q9CZW5
Q91VI7 Q9CZS1
Q923K4 Q09324
O89094 Q8BND5
Q91YK2 Q91YK2
Q9ERC3 P0C872
Q8VHH8 Q61398
Q8C428 Q8C341
Q91XT6 Q91XT6
P00687 P00687
Q9CQ46 Q149T1
P42228 Q8C2K1
Q61097 Q61097
Q62559 Q9D067
Q9D032 Q9D032
A2AG50 A2AG50
P06880 P06880
Q9CXU9 Q8R173
Q9JMH9 Q9JMH9
Q9CR80 Q8R5F3
Q60843 Q60843
P19258 P19258
E9PUU5 E9QJU8
Q9CXI3 Q8CHV6
P43275 P43275
Q9WTS4 Q9JHN8
Q68FD9 E9PW37
Q6F5E0 P26955
P67871 P67871
P62254 Q501J7
Q3UZW7 Q3UZW7
Q9DB30 Q9DB30
A0A0R4J1H2 Q9CPZ1
Q9R0B8 Q61275
P84244 P84244
Q69ZS0 Q8R1C3
Q80WR5 Q8BJH1
Q9CWL2 Q8BVE8
Q61488 Q61488
G3X9X1 Q8BKI2
Q62559 Q0P5X5
A0A0R4J1J6 Q3TAQ3
Q8K0D7 Q8K0D7
Q3URE1 A4Q9F4
O70591 O70591
Q91ZG2 Q9R1K7
Q8VCD7 Q91VY5
Q5SWZ9 Q5SWZ9
P59108 P59108
Q60520 Q60520
Q61024 E9QPI5
P56485 Q3U436
Q8C5L7 Q80XI3
Q9QZB7 Q9QZB7
Q8C9M8 A0A0R4J1H2
A7L9Z8 A7L9Z8
P26350 Q8QZY9
Q64096 A0A140LJC7
O35980 Q9D9R0
Q2EY15 Q2EY15
A2AQ92 A2AQ92
A0A0R4J0I7 Q9D6K5
Q07076 Q07076
Q91WC0 Q501J7
Q9CWJ9 Q9CWJ9
G3X9F5 Q8BR27
Q04735 Q04735
Z4YJW6 Q3UKU1
G3X9Z0 Q8R373
Q9WUR9 Q61151
Q9D6Z0 Q9CQI9
Q9D321 Q9CQB2
Q8C341 Q8C341
A0A0R4J0D7 A0A0A6YWI5
Q8C3R1 A0A087WSS2
Q99J21 Q9CPZ1
P20664 O70343
Q08460 A2ACM0
P70377 P70377
P55271 P55271
Q3TQB2 Q9Z1M4
Q9D4H1 Q6A009
Q99PM9 G3X8V6
G3UX69 G3UX69
Q810D6 Q810D6
Q0P5X5 Q922X9
Q8VBU8 Q8VE37
Q8K0G8 A2BDX3
Q6ZQB6 B2RXC6
P16283 P16283
Q9CWR2 P08122
O88904 A2CG28
Q8VHJ7 Q91VY5
Q8K2V6 Q8K2V6
Q91V57 Q6PD10
Q60773 Q8K3V1
A0A0R4J267 B2RPY5
Q8VI78 Q8VI78
Q8BWQ4 P0DOV1
Q6F5E0 Q61738
Q9WUA2 Q3UFM5
Q9WVM1 Q7TT18
Q6VH22 Q8K057
D3YWW5 Q8K1Y2
Q9EPS3 Q32NY6
Q922R8 Q9D1G1
O89086 O89086
D3YWH1 Q91Z50
Q8BVN8 Q8C4V1
Q8VE37 Q8VBV4
Q61575 Q61575
Q9CY19 Q9CY19
A0A0B4J1F0 P98191
Q8N9S3 D6REH1
Q8C079 P59470
O35424 Q9D7J6
E9PWI3 E9PWI3
Q9ERC3 Q6NVF4
B1AZA5 A0A0R4J092
Q9CWR2 P10711
Q9EQX0 Q9EQX0
Q4VAH7 Q8BXN7
Q91W97 Q9D3W5
E9QMY5 Q68FD9
Q921V7 A0A286YD23
O55074 Q3U1J0
Q8VCD6 Q8VCD6
Q0VBF2 A2BFE8
P09036 Q62559
Q2QI47 Q2QI47
Q8C0P5 Q8C0P5
Q80UP3 Q3UFM6
Q925Q5 Q925Q5
Q80VJ2 P37804
O08734 O08734
Q9D1N9 Q9QZN1
P07321 P07321
Q9D300 Q9D300
A0A0R4J098 D3YXQ7
Q8VDS3 E9Q3T6
Q8R373 Q3UV71
S4R1N2 Q6RUT8
Q78J03 O70333
Q059P4 Q059P4
Q8C9B9 Q9CWL2
Q8R016 P28322
F8VQC1 Q8R2T8
Q64028 E9Q3T6
Q8K039 Q8K039
P32233 Q8BX10
A0A0R4J1N6 O88622
A2CG28 A2CG28
Q8BVU5 Q91VZ5
Q61670 Q61670
Q80X56 Q810M1
Q8BY71 Q8BY71
Q8R373 G3X9Z0
Q9JHG1 Q5M9N4
Q99PM9 Q8R3L5
E9PW83 Q07231
D3Z2Z3 G5E8C4
O35149 Q8K1C7
Q3UHE1 Q3UHE1
Q9D084 A0A0R4J0V0
Q9CQ06 Q9CQ06
Q5SSG5 Q8VBW5
Q9CS74 G3X8R8
Q9D2M8 Q8C0D7
P62983 P62983
P17679 P17679
O89013 O89013
P97496 Q922I7
Q0P5X5 Q9D2F7
Q9EQC7 Q9EQC7
Q61398 Q61398
E9QNR8 Q8QZS5
Q9CZB0 Q9DCX8
Q80YS6 B2RPY5
Q8BRF7 Q8BRF7
Q9JHB4 Q9JHB4
Q9D099 Q9D099
Q9CYA0 Q9CYA0
Q9CYY7 A0A0R4J066
Q8BHT7 Q80SY9
Q5DW34 P62500
P30987 P30987
P43120 P43120
Q62189 P24788
Q91W43 Q9Z110
A0A1L1SSF2 D3Z2Z3
P70347 Q8BHL6
A0A0R4J0B4 A0A0N4SWC3
Q8VD00 Q62392
Q99K41 Q80VJ2
Q99MS7 Q62559
Q64362 Q64362
Q80YS6 P51944
Q62203 Q8VDD9
H3BJK2 H3BLH0
D3Z4R4 E9Q658
Q9DB98 Q9DB98
Q8K2R5 Q99PJ2
J3KMG9 A2A7B5
Q8R0I0 Q8R0I0
Q91WA9 Q91WA9
Q4VGL6 Q4VGL6
E9PUU5 A0A0A6YX89
Q6NZP1 Q8R3V6
G3X939 G3X939
Q07231 Q9QVN7
Q60925 P13346
Q99PN3 Q3UFM6
P03930 D3Z656
Q60875 Q68FF6
Q9DCX8 Q9CZB0
Q3TCV3 Q3TCV3
A2RSY1 Q69ZJ7
P51450 P35639
P10711 P59598
Q9D566 Q8JZX7
P35487 P17564
D3Z7P3 D3Z7P3
Q9CQC6 Q3TTA7
A0A0R4J092 Q64151
Q6NXK8 Q8K0E7
Q80ZD3 Q149T1
Q9CR89 Q9CR89
Q7TPR4 Q7TPR4
Q3UG20 Q3UG20
Q8C142 Q99LI9
Q9QXL2 Q9QXL2
P61208 P61208
Q9WUI1 E9QN59
Q9DCX1 Q05921
P01723 P01635
Q8BI21 Q8BI21
Q6PIE5 A2AUC9
Q8VEG4 Q8VEG4
Q99M80 Q9DBR3
Q8BSK8 Q8BSK8
Q8BVK9 Q8C5L7
Q924K8 Q7TNV0
O35609 O35609
E9PYA3 Q810M1
D3YYQ7 Q9D8Q6
Q78IK2 P25916
Q6PDI5 Q6PDI5
B0V2N1 B0V2N1
Q3V1L6 D3Z4T1
Q9Z0Y2 D3Z7H4
P62878 P62878
P70304 Q9R0U5
P40646 A2ADB2
Q9QZN1 Q9QZN1
Q64213 Q64213
Q8BH01 Q8BGV4
P09036 Q9D067
Q62203 Q05909
Q8CHY3 Q9D8Y1
A0A0R4J0V0 Q8CEG5
Q8C0D7 Q61527
Q8VDS3 A2AWL7
Q64669 Q9D8Y8
Q8VE98 Q8VE98
Q9QY53 Q8VDK3
Q9JK30 Q9JK30
Q9JI57 Q9JI57
Q9WUJ8 Q9WUJ8
Q8VDZ4 A0A0R4J267
H3BJ52 Q3UV71
Q99J56 Q99J56
A6BLY7 Q62559
A2ADB2 H3BLF0
P63271 P63271
P20664 Q9D2M8
Q04690 Q04690
Q99NF3 H3BLG8
P58390 Q922X9
Q3TAQ3 A0A0N4SVK4
F8VPT7 Q9WVA4
Q9DAA6 Q9DAA6
Q9Z138 Q61035
Q8K3J5 Q8K3J5
Q61826 Q61826
Q80X50 Q80X50
O55070 P47774
P46686 B7ZNG4
F6SKQ8 F6SKQ8
P59598 F8VQ40
Q8R1F6 Q9D075
Q9JLI7 Q9JLI7
O35984 A0A1L1SSA4
Q60875 Q91V61
Q9JI57 Q8K1Y2
P43267 Q5FW53
Q8R3C1 Q61398
Q8CFC7 Q8CFC7
P28658 P28658
Q8VCL5 Q8VCL5
Q9D4C5 Q8K004
Q766D5 Q2KHI9
Q06219 Q8CEF1
P35375 A0A1L1SU27
Q3UHX9 Q9D2D7
Q8VHE6 Q64282
D3YVH8 E9QNR8
Q3UKJ7 Q3UKJ7
Q91V57 Q8R3P2
Q9WTZ0 Q9WTZ0
Q99KU0 Q9CRA4
Q9ER73 Q9ERZ0
Q6PIP5 Q6PIP5
Q62203 Q9D0F4
Q6P9Q6 Q3U564
E9PV60 Q9D1N9
P61407 P61407
Q148W0 A2ANX3
Q9WUI0 O35544
D3YYQ7 P70347
A2AWP8 Q0VFX2
Q3TIX6 Q3TIX6
Q2YDW2 O09005
Q6NZD2 Q91Z50
P62267 P62267
Q0VBF2 Q0VBF2
O70273 Q8K0Y7
A0A0R4J0F6 Q9Z1T6
P62340 Q05769
Q3UFS0 Q3UFS0
Q9QZN1 Q9D1N9
Q0VAV1 Q9CQS6
Q60605 Q8BHB4
Q3V125 Q61496
Q6R5N8 Q6R5N8
Q9D8Q6 H3BKL1
Q6PAJ1 Q6PAJ1
P58390 Q91ZY2
P97812 P97812
B1AUF1 Q8VBV4
Q99K30 Q99K30
Q64478 Q6P1G0
Q91VR5 Q91VR5
Q9D0F3 Q9D0F3
Q8BXZ1 Q8BXZ1
A0A0R4J289 A0A0R4J289
Q4KMS1 Q8K4K3
Q9CY27 A8C756
Q9ERH4 O88852
Q80VP5 A0A1L1STX8
Q62186 Q62186
P67984 P62245
Q8C7U1 Q8C7U1
Q9CXW2 Q9D7N3
Q810A1 Q925H1
Q9DBC7 Q9DBC7
Q8R1B5 P48545
A2A7S8 Q8BGB2
Q64326 Q64326
E9PW83 Q99M03
Q8K057 Q8K057
G3UX69 Q8C4X1
Q8BG99 Q8BG99
Q9D067 Q9D067
A2ARD6 A2ARD6
P53668 P53668
Q6PIP5 Q8C079
P26350 Q3U8Y1
Q9CRB9 Q9Z1F9
P39447 P39447
Q505F5 Q505F5
Q810N5 P10751
Q8C7M3 Q9DCX8
E9QJU6 E0CZD6
Q9JK37 Q9JK37
Q3TXV4 Q8BH01
Q7TPH6 Q7TPH6
Q8VI88 Q8VI88
J3KMG9 Q9ERI5
A2AN08 A2AN08
Q9D0B1 Q9D0B1
Q6PJN8 B2RPY5
Q9CYS6 Q9CYS6
Q5SXC4 Q5SXC4
O35625 Q99PN3
Q923J1 Q923J1
Q61275 P16283
E9QJV4 Q8BI72
Q99PN3 Q9JJP2
O70494 J3KMG9
Q76MZ3 Q76MZ3
Q6P9Z1 Q6P9Z1
Q8CHY7 Q8C4V1
A0A0R4J0M5 A0A0R4J0M5
Q9CQI9 Q9WTZ0
A0A0R4J0E4 A0A0R4J0E4
Q9EPS3 A0A0A0MQ97
O88852 P70284
O35491 Q923G2
Q6NZL1 Q8BLY2
Q9D7P9 Q8R3L5
J3KMG9 Q8BW72
Q5BL07 Q5BL07
Q8QZY9 P27048
Q9QY84 Q8BTM9
O88878 Q8K285
Q8R550 Q8R550
Q3TTA7 Q9D4H1
Q60644 Q3U436
Q5U5I3 Q91X52
Q62083 Q9WTW4
A0A087WSS2 D6RGA0
A2ANQ2 G3X908
Q9D1G1 Q922R8
D3YV17 D3YV17
Q11011 Q9WVJ2
O35544 Q9WUI0
Q9EPL8 Q3UZ39
Q641P0 Q9DBS8
A0A140LJ72 P54369
Q9EQ06 Q9EQ06
Q923D4 O70492
Q6P9L6 Q8VI93
A2AQR4 Q3V2J9
O35239 O35239
Q8BJH1 Q8K004
O55226 P31532
Q3UV71 Q2TV84
P97737 A0A140LHD2
Q9Z0F8 O54917
Q8R373 P52955
Q8BMC1 Q62083
Q3UHE1 Q9CR83
O88199 O88199
F8VPV0 A0A1W2P8A6
Q8VCG1 Q8VCG1
A0A0A6YWI5 Q9Z2V4
P23578 A0A1B0GS01
E9QK22 Q8VDS3
Q68FD9 E9Q6I3
P63271 Q3ULJ3
Q501J7 Q5SSG5
Q8R0L1 Q62120
P51436 P70426
Q80U63 Q61035
P09411 Q7TPR4
G3X9Z0 B2RQE8
Q8K349 Q8K349
Q9D112 Q9D112
Q3UBG2 P54369
Q8R3P2 Q6PD10
Q99M03 Q9D8P7
A0A0R4J291 A0A0R4J291
O35625 Q91ZD6
B1ATC3 Q8BI72
Q80V31 Q80V31
Q8BUY9 P00158
Q8CB14 Q6P5F7
D3Z5T8 Q99PE9
Q9CQ28 Q91ZG2
Q91WZ8 Q91WZ8
Q9CR14 Q9CR14
Q6P5F7 O08970
Q9JHG7 Q9CQ26
Q3V0C5 Q6ZPF4
Q9ERS5 E9QP49
Q5SRX1 Q9QXD8
P17679 Q9QZW9
P26516 P26516
O35949 P70310
Q80Z68 Q80Z68
P54763 P54763
H3BJC9 Q9WVA4
Q3UC65 Q68EF8
G3X8V6 Q99PM9
F7BWJ7 A0A1B0GQY9
Q9JKF4 Q9JKF4
Q08879 Q08879
P27782 Q60665
Q8BWG9 Q8BWG9
Q6NXK8 Q6NXK8
Q8K358 Q8K358
P97393 P97393
Q80U63 Q80U63
O88689 Q4VC33
Q8BUL6 Q9CR78
F6SLK1 Q99N95
Q3U717 P70697
Q9JK30 Q8BG79
Q8K285 O88878
O88746 Q99K85
O55033 O55033
Q99K41 P37804
B2RQE8 H3BJ52
Q9JHD2 P10417
Q9QY14 P41251
Q3UX43 Q3UX43
Q8BHD8 C0HKE9
A0A0R4IZX1 A0A0R4IZX1
Q9EPA7 P05977
D3YXK0 Q9DB07
Q61102 Q61102
Q60841 Q9CPX9
Q99PM9 Q9D7P9
P97432 Q5NCE8
Q922S8 Q922S8
A0A0A0MQ90 A0A0A0MQ90
Q9CQ26 D6RJM5
Q60605 Q9DCF9
P25446 Q9D2M8
Q8BYG9 Q5BN45
Q8R2E9 Q8R2E9
Q6RHW0 O09172
P81068 P81068
Q8BHW6 E9Q4N7
B2RQE8 Q8C708
Q9Z2N8 Q9D7N3
Q9CPZ1 Q9CZI9
Q6XUX1 Q8BT18
Q9JJT0 P62267
F6YG30 Q3U3V8
Q6ZQA0 Q9QWL7
Q80VA0 Q80VA0
O70546 O70546
Q8K0U3 Q8K0U3
Q8BI79 A0A0R4IZX1
Q8BIF0 Q91WA4
P56479 O88854
Q65Z95 Q3UH85
Q07231 Q9JK37
Q8BYH0 Q8BYH0
Q61398 A2RSS2
Q6PDH4 D3Z4T1
P61082 Q8VHN8
P63157 P63157
H3BLF0 H3BLF0
Q9CQQ0 Q9CQQ0
P43431 P43431
Q9QZ28 Q9QZ28
Q8R2R1 Q8BHA9
F6R4N2 F6R4N2
Q9DC28 Q9DC28
A0A0R4J1S3 D3Z5N8
P07744 Q9Z2Z6
E9PUE2 E9PUE2
Q8C6D4 P42209
P56812 Q9CY16
P25916 P25916
P26687 Q60665
B2RX31 B2RX31
Q9Z2B9 P25916
Q9D3L0 O88875
Q9WV31 P50149
A0A0R4IZX1 Q8BI79
P0C872 Q8K0G8
Q8R015 Q8R015
G5E8F1 Q9JHI8
Q9JKN5 Q69ZX8
Q3UKU1 A0A1N9NPH8
M0QW59 P35762
Q8K3V1 Q9JK37
Q5D0E0 Q3U141
Q8C804 Q8BT07
Q9CYX7 Q9CYX7
Q8BGE5 A0A140LIR2
Q80UY2 Q9D1F4
Q61527 Q8C0D7
P70390 P70390
Q8BW74 Q00286
D3YV92 O89098
Q149T1 O35949
Q9WTZ1 P97378
Q60665 P26687
Q9D1I6 P17564
Q8C5Q4 Q6PAR0
Q8C5Q4 Q8C5Q4
Q61625 Q61625
Q8VDZ4 Q80YS6
Q61425 Q61425
Q8R480 Q3TTA7
Q99MS7 Q68EF4
A6BLY7 Q8BGZ1
B1AUF1 Q61026
P31230 Q9CQT2
P35441 P35441
Q62431 Q62431
Q9R100 P26955
Q8QZZ7 Q6NVF4
E9QP49 Q9D8U8
Q9D9S1 Q9D9S1
Q9CZ04 P51450
Q61080 Q61080
A0A0A0MQ97 A0A286YD96
P70451 Q61152
P70697 Q8BWT5
Q8BRB1 O08734
F7B7X2 Q4KMS1
P59598 P10711
Q9R0S3 Q8VE98
A2AIV2 Q9WUA2
B1AZ99 B1AZ99
Q76LW6 Q76LW6
Q9ES03 Q8R373
Q9JIF3 Q9JIF3
Q9ET39 O88875
Q6PFE1 Q4VBE7
Q99PN3 Q80UP3
Q64689 Q64689
Q810L4 Q810L4
Q8BNI4 Q9DB30
Q8K3F7 Q8K3F7
Q6IMB1 Q6IMB1
Q8BWQ4 B1ARD6
Q640N3 Q3UA37
Q61074 Q9JKF7
P40237 P40237
Q91WN2 Q91WN2
Q9CS74 Q8BT07
P97718 Q8BGI7
P52482 P52482
P70270 Q8R4U6
Q9CPY3 Q9CPY3
Q9D486 Q9D486
D3Z742 Q8K301
H3BJC9 E9Q394
Q69ZZ6 Q8BZ89
P62270 P62270
Q9QUH0 Q8BND5
Q3UKU1 Q9WUI0
Q91ZK4 Q91ZK4
P09036 Q0P5X5
Q9QXN0 Q9QXN0
Q6P8G8 Q6P8G8
Q4G5Y1 Q8JZP3
Q80ZE4 Q80ZE4
Q8BZX4 Q8BZX4
O08580 Q5SWW4
Q8CD76 Q8CD76
P70424 P70424
P09024 Q9Z2V4
Q62486 P70304
Q9D067 Q68EF4
Q9CQ91 Q9R007
Q9WUA2 O70194
Q8R3C1 A2RSS2
A2AWL7 E9Q3T6
Q8BR27 Q3UJZ3
Q3URQ0 Q3UFM5
Q6NS65 Q8BLD9
Q8BIP0 Q8BIP0
P10852 P10852
Q61390 Q641P0
A6H603 Q8BXN7
Q99PM9 Q3UBG2
Q9CYR0 Q9CYR0
Q9QXJ4 Q9D3W5
Q69Z26 Q9D4H2
Q923D4 Q923D4
G3UX69 A0A1Y7VLC3
D6REH1 Q8N9S3
Q9R1K7 Q923K4
Q9D0E1 Q8BVQ9
Q9ERH7 Q8VE37
Q9JIF7 Q9JIF7
Q6NZD2 D3YWH1
Q9JIS8 Q9Z1X2
Q924W5 Q924W5
G3X960 Q8CFZ4
Q7TPR4 P09411
O88878 P28776
P39876 P70696
Q3V1Z0 Q924Z6
Q78J03 Q78J03
Q8VCD3 E9Q9M9
Q99KR6 Q8BPQ2
Q9EP53 Q9EP53
Q9QY93 P63271
Q8VCL5 Q6NVF4
Q8CGA0 Q8CGA0
A2A7S8 Q8K2J7
Q9D8Z2 Q9D8Z2
Q8QZS5 A2ADB2
Q3TBN1 Q3TBN1
P39429 P39429
Q99LI7 Q99LI7
Q8K1Y2 G3X8Q7
O09053 Q7TSH2
Q6VH22 Q8BXN7
Q8BTH8 P14719
Q9DC59 Q9JMA3
Q91XU3 P26883
Q9QYH6 Q9CX34
Q8BYG9 P43267
Q91ZD1 Q91ZD1
Q8C0N1 A0A0A0MQ90
Q9JLV1 Q9JLV1
Q922L6 Q922L6
Q8C152 Q8C152
Q8C428 Q8C428
P25801 P25801
Q9WV04 Q9CZI9
Q3UBG2 Q8R3L5
Q80WQ8 Q80WQ8
A0A140LIR2 A0A140LIR2
Q9JHB4 P70170
Q60695 A0A0R4IZX1
Q8K4P7 Q8K4P7
Q3UKU1 Q3UKU1
Q61398 O35468
Q64347 O08688
Q7TQK4 Q7TQK4
Q922H7 E9QNR8
Q9Z138 O35239
Q922R1 Q922R1
B1AX39 B1AX39
Q6AZB0 Q6AZB0
Q61035 Q80U63
Q9JLG8 Q9JLG8
Q9Z1B5 Q9Z1B5
Q9CR76 Q9CR76
Q99N03 Q9JJC8
Q8R4Y8 Q8VDV7
Q3ULW8 Q3ULW8
Q8BKE6 Q8BKE6
O88444 E9Q658
Q504M8 Q504M8
Q6P3A8 Q6P3A8
Q9D8N2 Q9D8N2
O08686 O08686
P54761 P54761
E9Q0X2 E9Q0X2
Q9Z191 Q8QZZ7
Q4KMS1 Q5BJ29
Q9Z1N9 Q9Z1N9
Q6ZPL9 Q6ZPL9
Q9DCD6 Q9DCD6
Q8R3L5 Q3UD01
A0A0R4IZW5 A0A0R4IZW5
Q8R2T8 F8VQC1
Q9JI18 Q9JI18
A0A0G2LB90 A0A0G2LB90
P00158 Q9JJU6
Q7TNF0 Q0P5X5
Q9CR13 Q6NS82
Q9QY93 Q9QY93
E9PV60 Q8R124
P97855 P97855
E9Q5Z6 D3Z6K8
Q9CWY9 Q6P1E7
E9PW37 E9PW37
Q8BQ46 Q8BQ46
E9Q774 Q8C1Z7
A2AIV2 Q3URQ0
Q9WUV0 Q8R0F6
Q9JIG8 Q9JIG8
P09036 Q7TNF0
Q9D2C9 Q8R0J7
Q8CAE3 Q5SX39
Q8VCD7 O08580
Q9CQE0 Q9CQE0
Q9WUA2 Q6P5D8
Q9QXE2 A2AEP2
Q9Z2B9 Q64028
Q3UQ17 Q3UQ17
Q8BLG0 Q99KF1
Q924X9 Q924X9
Q3UYH7 Q3UYH7
Q9JJS7 Q9JJS7
Q9QYE3 Q3TQ03
Q8BI21 Q8K2R5
Q8R2T8 Q8R2T8
Q3V1H1 Q9WVI9
Q8BRB1 Q3U1N2
A0A140LJC7 Q80W22
Q4G5Y1 Q9CR40
Q8BLG0 Q64669
Q3UZB0 Q3UZB0
Q8CAF4 Q8K2J7
B8JJE0 B8JJE0
A2AIW0 Q80WR5
D3Z656 D3Z656
Q8BR27 Q8BR27
Q07231 Q8K3V1
A2AQR4 O35425
Q3TPR7 A0JNU3
Q99N03 Q99N03
Q9Z110 Q8CGF7
Q3URE1 Q3URE1
Q8K057 P70170
Q7TNS2 P31257
Q61851 Q61851
D6RGA0 D6RGA0
G3X9Z4 Q6PIP5
Q91W43 Q9Z103
Q8R1C3 Q69ZS0
Q99L85 Q99L85
Q9Z2V4 Q60753
Q9WTP9 E9Q395
Q68EF4 Q7TNF0
A0A140LJC7 Q8R0Y8
Q9Z0U9 Q921W7
E9Q309 E9Q309
B2RPY5 D3YWW5
Q6PAC3 Q9Z0H1
Q8BJH1 Q80WR5
D3Z4T1 Q6PDH4
P63168 P63168
P53395 P43275
F8VPN2 F8VPN2
Q8K2W9 Q9QZS0
Q9D2M8 P20664
E9QK22 E9Q3T6
Q9CQT2 O08614
E0CY69 E0CY69
